,Phenotype,Protocol,Animal,Session,Phase,Trial,Num,Cnum,Perc,Asym,coo,double_support,stance_speed,swing_length,coo_stance,coo_swing,duty_factor,stance_duration
1117,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,112,1,40,7,2.3865824998027136,-0.8059029627328371,-3.459487626154294,-0.0008390883861925241,0.6993611653645786,-1.161309444543079,0.5265341864691777,-0.2128630934788518,3.637978807091713e-12
1118,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,112,1,40,8,6.21020127627186,2.230692391443725,-10.755168294586461,0.0012210872245272952,-3.1636170666627237,2.0341160321476366,1.9564079515861863,-6.5665712097348035,-3.0303030303039122
1119,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,112,1,40,9,4.477560640585551,0.6226587777185699,-6.972123638790305,-0.0015652927208450462,2.6538502086292652,0.5181052468039695,1.1994756833471456,-2.5315208413502432,-3.0303030303039122
1120,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,113,2,41,0,2.647353663589058,1.2657859108664695,0.7916692397801905,-6.180166001106685e-05,2.1660313461766094,0.6697490961864787,2.1098608922476956,-1.329411149189493,1.515151515151274
1121,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,113,2,41,1,4.0481952705768975,0.6720343824187651,-3.2265317983895248,0.0004258601686688568,-0.8282362812697386,0.8084653603910539,0.6961880308209345,1.8538198453571937,-1.5151515151533204
1122,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,113,2,41,2,2.8040452436967342,0.362259932238608,3.171592938749801,0.008179596142958073,-1.058659409031705,0.9974084719263061,1.837965454718102,2.0488469854270193,4.545454545454049
1123,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,113,2,41,3,4.081402402935595,1.1690390230429273,-5.068960030991977,-0.0005952172245822784,0.17663974954622574,0.5258826053504038,2.718580612028518,0.6035161646522269,3.0303030303039122
1124,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,113,2,41,4,5.433670198074509,1.3930272574376659,-7.603436770103436,-0.0012195423206242673,-2.0372718271582784,0.46631398827142334,2.0564917362097788,-0.8107416205748734,-3.03030303030755
1125,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,113,2,41,5,2.512891364820078,1.180581372193629,-1.222146034734795,0.0003976002813331908,-1.0710976340553913,0.24479567402543978,1.1863130511659676,-2.5765754011965356,-19.696969696969973
1126,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,113,2,41,6,4.112228239425505,0.39518626049311933,-4.9805735222401895,0.005057122650178908,-0.22680879843353807,1.0691767991191483,0.2162181969845136,-1.5458783930155242,7.275957614183426e-12
1127,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,113,2,41,7,3.5369102400962618,-0.3985279738301273,0.11537539244273898,0.003455882732535026,2.698208587338243,1.351855499575862,-0.672114979137092,2.9027611886782196,12.121212121208373
1128,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,113,2,41,8,-1.6338618114740768,-0.24588035814689135,-5.1366042659575,0.0014734013404058277,-1.4456315474077286,-0.4979066174439595,-0.8893138230448869,0.8695155785474498,3.0303030303039122
1129,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,113,2,41,9,2.074732924952656,2.154323308154801,-3.1559398226064905,-0.003449221578470385,0.026332970821513868,1.8900322191642829,1.0572028882575921,-3.672631192993016,-6.0606060606078245
1130,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,114,3,42,0,2.57395734690661,-0.6758121529010879,-0.2750002168729706,0.00035738534357204754,-6.496999721334404,-0.9389164471867275,0.25875977795536187,1.493190079910022,-4.547473508864641e-13
1131,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,114,3,42,1,0.4350758562184751,0.8039686414930642,-1.155108646583498,-0.004046918526194682,1.1324256357520568,1.2227010245275096,0.7757764874082795,-0.011196069099657535,4.545454545454049
1132,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,114,3,42,2,1.6671537148832272,1.0040870820632861,1.843922883403143,-0.007138111496954799,2.4880996858231157,1.225325073858727,0.43313575513434444,-0.3010126108448148,4.545454545450411
1133,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,114,3,42,3,3.600765960385047,1.2673647716791692,-6.086639745436988,0.0007959369847100467,-1.210183808297856,0.038139266197163124,1.9942351061888814,-3.1425306411672658,-1.5151515151519561
1134,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,114,3,42,4,1.106662942905615,0.7296080541128731,-0.5767514458043261,-0.0022060586146807615,0.29178966175429366,-0.15326605902774304,0.8167748499398044,0.4716835813445961,7.575757575757962
1135,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,114,3,42,5,2.306096240727612,0.08303517042989483,-2.821704105482831,-0.002354839479573434,-0.23867674548215234,-0.09569302953852343,0.564020330255687,1.851596041765312,6.0606060606041865
1136,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,114,3,42,6,3.8314819335937784,1.0226242710845614,-8.647395088651919,-0.002819198619321936,-5.97368298154888,0.22791852854720673,0.13588654874551054,-2.881609703074542,-3.0303030303002743
1137,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,114,3,42,7,3.1400121823706684,1.339420164474319,-5.3415320081986755,-0.0021410774065639404,-0.5154002796519848,0.630292025479406,0.9497054899582338,-0.7277690375991028,-6.0606060606078245
1138,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,114,3,42,8,3.754124496922401,1.2079893940626576,-4.100635695673714,-0.0010319675502325487,-0.3103159894846641,0.8213524866586113,1.3861338297526373,-4.046091765987754,-9.090909090915375
1139,NotAtaxic,NoSwitch,NoSwitchLeft02,S6,Washout,114,3,42,9,3.9381239149305713,1.7095064876055517,-7.819820542825238,0.0045883319505611725,-1.1645153315380696,0.2736486569799723,1.2712035516295828,-2.102431151695594,-9.090909090911737
1140,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,115,-1,43,0,,,,,,,,,
1141,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,115,-1,43,1,,,,,,,,,
1142,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,115,-1,43,2,,,,,,,,,
1143,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,115,-1,43,3,,,,,,,,,
1144,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,115,-1,43,4,,,,,,,,,
1145,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,115,-1,43,5,,,,,,,,,
1146,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,115,-1,43,6,,,,,,,,,
1147,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,115,-1,43,7,,,,,,,,,
1148,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,115,-1,43,8,,,,,,,,,
1149,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,115,-1,43,9,,,,,,,,,
1150,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,116,0,44,0,,,,,,,,,
1151,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,116,0,44,1,,,,,,,,,
1152,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,116,0,44,2,,,,,,,,,
1153,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,116,0,44,3,,,,,,,,,
1154,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,116,0,44,4,,,,,,,,,
1155,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,116,0,44,5,,,,,,,,,
1156,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,116,0,44,6,,,,,,,,,
1157,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,116,0,44,7,,,,,,,,,
1158,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,116,0,44,8,,,,,,,,,
1159,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,116,0,44,9,,,,,,,,,
1160,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,117,1,45,0,,,,,,,,,
1161,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,117,1,45,1,,,,,,,,,
