,Phenotype,Protocol,Animal,Session,Phase,Trial,Num,Cnum,Asym
872,NotAtaxic,Switch,SwitchLeft01,S7,Washout,138,137,40,
873,NotAtaxic,Switch,SwitchLeft01,S7,Washout,139,138,41,
874,NotAtaxic,Switch,SwitchLeft01,S7,Washout,140,139,42,
875,NotAtaxic,Switch,SwitchLeft01,S7,Washout,141,140,43,
876,NotAtaxic,Switch,SwitchLeft01,S7,Washout,142,141,44,
877,NotAtaxic,Switch,SwitchLeft01,S7,Washout,143,142,45,
878,NotAtaxic,Switch,SwitchLeft01,S7,Washout,144,143,46,
879,NotAtaxic,Switch,SwitchLeft01,S7,Washout,145,144,47,
880,NotAtaxic,Switch,SwitchLeft01,S7,Washout,146,145,48,
881,NotAtaxic,Switch,SwitchLeft01,S7,Washout,147,146,49,
882,NotAtaxic,Switch,SwitchLeft02,S1,Baseline,1,0,0,1.5975181502524833
883,NotAtaxic,Switch,SwitchLeft02,S1,Baseline,2,1,1,-0.05138666942870884
884,NotAtaxic,Switch,SwitchLeft02,S1,Baseline,3,2,2,0.0
885,NotAtaxic,Switch,SwitchLeft02,S1,Split,4,0,0,-3.45507535067469
886,NotAtaxic,Switch,SwitchLeft02,S1,Intersplit,5,0,0,0.47640559649227043
887,NotAtaxic,Switch,SwitchLeft02,S1,Intersplit,6,1,1,1.3191839661260474
888,NotAtaxic,Switch,SwitchLeft02,S1,Intersplit,7,2,2,0.32980562460537044
889,NotAtaxic,Switch,SwitchLeft02,S1,Split,8,1,1,-3.2122217043482095
890,NotAtaxic,Switch,SwitchLeft02,S1,Intersplit,9,3,3,1.661258273654468
891,NotAtaxic,Switch,SwitchLeft02,S1,Intersplit,10,4,4,0.6929725107520142
892,NotAtaxic,Switch,SwitchLeft02,S1,Intersplit,11,5,5,1.0368963684698258
893,NotAtaxic,Switch,SwitchLeft02,S1,Split,12,2,2,-0.40945187963629337
894,NotAtaxic,Switch,SwitchLeft02,S1,Intersplit,13,6,6,1.3430894023240114
895,NotAtaxic,Switch,SwitchLeft02,S1,Intersplit,14,7,7,0.0598714809224532
896,NotAtaxic,Switch,SwitchLeft02,S1,Intersplit,15,8,8,0.0313190498737157
897,NotAtaxic,Switch,SwitchLeft02,S1,Split,16,3,3,-3.2685636269926306
898,NotAtaxic,Switch,SwitchLeft02,S1,Washout,17,0,0,-0.40391864198628014
899,NotAtaxic,Switch,SwitchLeft02,S1,Washout,18,1,1,0.4943924720840869
900,NotAtaxic,Switch,SwitchLeft02,S1,Washout,19,2,2,0.0197054159761052
901,NotAtaxic,Switch,SwitchLeft02,S1,Washout,20,3,3,-0.7657446042456115
902,NotAtaxic,Switch,SwitchLeft02,S1,Washout,21,4,4,-1.4852658666745668
903,NotAtaxic,Switch,SwitchLeft02,S2,Baseline,22,0,3,1.0512689147332281
904,NotAtaxic,Switch,SwitchLeft02,S2,Baseline,23,1,4,0.3454034978692704
905,NotAtaxic,Switch,SwitchLeft02,S2,Baseline,24,2,5,-0.563997210878334
906,NotAtaxic,Switch,SwitchLeft02,S2,Split,25,0,4,-4.647873387192263
907,NotAtaxic,Switch,SwitchLeft02,S2,Intersplit,26,0,9,-0.32893479472460285
908,NotAtaxic,Switch,SwitchLeft02,S2,Intersplit,27,1,10,-1.5047246759588688
909,NotAtaxic,Switch,SwitchLeft02,S2,Intersplit,28,2,11,-2.0470282044073826
910,NotAtaxic,Switch,SwitchLeft02,S2,Split,29,1,5,-1.9161725285077864
911,NotAtaxic,Switch,SwitchLeft02,S2,Intersplit,30,3,12,-1.9150011467211527
912,NotAtaxic,Switch,SwitchLeft02,S2,Intersplit,31,4,13,-1.0985095091540842
913,NotAtaxic,Switch,SwitchLeft02,S2,Intersplit,32,5,14,-0.46725032305479886
914,NotAtaxic,Switch,SwitchLeft02,S2,Split,33,2,6,-2.577039930555614
915,NotAtaxic,Switch,SwitchLeft02,S2,Intersplit,34,6,15,-0.11451027610091558
916,NotAtaxic,Switch,SwitchLeft02,S2,Intersplit,35,7,16,-0.3287806655421832
917,NotAtaxic,Switch,SwitchLeft02,S2,Intersplit,36,8,17,-1.7812940809461963
918,NotAtaxic,Switch,SwitchLeft02,S2,Split,37,3,7,-3.221592758641137
919,NotAtaxic,Switch,SwitchLeft02,S2,Washout,38,0,5,-0.876351558800927
920,NotAtaxic,Switch,SwitchLeft02,S2,Washout,39,1,6,-1.354510374743569
921,NotAtaxic,Switch,SwitchLeft02,S2,Washout,40,2,7,-1.8477854102549145
922,NotAtaxic,Switch,SwitchLeft02,S2,Washout,41,3,8,-0.5543641369752663
923,NotAtaxic,Switch,SwitchLeft02,S2,Washout,42,4,9,-0.5215654469500066
924,NotAtaxic,Switch,SwitchLeft02,S3,Baseline,43,0,6,2.59901104551372
925,NotAtaxic,Switch,SwitchLeft02,S3,Baseline,44,1,7,2.135575419724546
926,NotAtaxic,Switch,SwitchLeft02,S3,Baseline,45,2,8,0.44308434925804363
927,NotAtaxic,Switch,SwitchLeft02,S3,Split,46,0,8,-2.300139147825945
928,NotAtaxic,Switch,SwitchLeft02,S3,Intersplit,47,0,18,0.9515088013927908
929,NotAtaxic,Switch,SwitchLeft02,S3,Intersplit,48,1,19,0.030910607540164392
930,NotAtaxic,Switch,SwitchLeft02,S3,Intersplit,49,2,20,0.6304885401870024
931,NotAtaxic,Switch,SwitchLeft02,S3,Split,50,1,9,-0.30596954653964303
932,NotAtaxic,Switch,SwitchLeft02,S3,Intersplit,51,3,21,0.8374377934619304
933,NotAtaxic,Switch,SwitchLeft02,S3,Intersplit,52,4,22,1.0950801348445225
934,NotAtaxic,Switch,SwitchLeft02,S3,Intersplit,53,5,23,0.28377494426683825
935,NotAtaxic,Switch,SwitchLeft02,S3,Split,54,2,10,-1.3581863557449907
936,NotAtaxic,Switch,SwitchLeft02,S3,Intersplit,55,6,24,1.7799685699771146
937,NotAtaxic,Switch,SwitchLeft02,S3,Intersplit,56,7,25,1.0673600013809903
938,NotAtaxic,Switch,SwitchLeft02,S3,Intersplit,57,8,26,1.155121157867697
939,NotAtaxic,Switch,SwitchLeft02,S3,Split,58,3,11,-1.2617708456637047
940,NotAtaxic,Switch,SwitchLeft02,S3,Washout,59,0,10,1.1763293333727702
941,NotAtaxic,Switch,SwitchLeft02,S3,Washout,60,1,11,0.2300840435605238
942,NotAtaxic,Switch,SwitchLeft02,S3,Washout,61,2,12,0.5141672461923861
943,NotAtaxic,Switch,SwitchLeft02,S3,Washout,62,3,13,-1.1614019220525904
944,NotAtaxic,Switch,SwitchLeft02,S3,Washout,63,4,14,-0.7653824006668231
945,NotAtaxic,Switch,SwitchLeft02,S4,Baseline,64,0,9,0.30666312786058825
946,NotAtaxic,Switch,SwitchLeft02,S4,Baseline,65,1,10,1.5632783523713272
947,NotAtaxic,Switch,SwitchLeft02,S4,Baseline,66,2,11,0.8548775104560846
948,NotAtaxic,Switch,SwitchLeft02,S4,Split,67,0,12,0.45216107609292067
949,NotAtaxic,Switch,SwitchLeft02,S4,Intersplit,68,0,27,1.0487334896819505
950,NotAtaxic,Switch,SwitchLeft02,S4,Intersplit,69,1,28,0.28829863577176695
951,NotAtaxic,Switch,SwitchLeft02,S4,Intersplit,70,2,29,1.2030245077730157
952,NotAtaxic,Switch,SwitchLeft02,S4,Split,71,1,13,0.6148752540048292
953,NotAtaxic,Switch,SwitchLeft02,S4,Intersplit,72,3,30,0.7295936045019857
954,NotAtaxic,Switch,SwitchLeft02,S4,Intersplit,73,4,31,0.20890669389201832
955,NotAtaxic,Switch,SwitchLeft02,S4,Intersplit,74,5,32,0.7567896987452372
956,NotAtaxic,Switch,SwitchLeft02,S4,Split,75,2,14,0.342097426905724
957,NotAtaxic,Switch,SwitchLeft02,S4,Intersplit,76,6,33,0.1424538968789193
958,NotAtaxic,Switch,SwitchLeft02,S4,Intersplit,77,7,34,-0.7594869594381564
959,NotAtaxic,Switch,SwitchLeft02,S4,Intersplit,78,8,35,-0.8306561094342158
960,NotAtaxic,Switch,SwitchLeft02,S4,Split,79,3,15,0.281632548630796
961,NotAtaxic,Switch,SwitchLeft02,S4,Washout,80,0,15,0.25976932410036113
962,NotAtaxic,Switch,SwitchLeft02,S4,Washout,81,1,16,-0.6641118213384232
963,NotAtaxic,Switch,SwitchLeft02,S4,Washout,82,2,17,-0.41361336756236255
964,NotAtaxic,Switch,SwitchLeft02,S4,Washout,83,3,18,0.5096050223918667
965,NotAtaxic,Switch,SwitchLeft02,S4,Washout,84,4,19,0.5593964547821599
966,NotAtaxic,Switch,SwitchLeft02,S5,Baseline,85,0,12,0.7911682128905682
967,NotAtaxic,Switch,SwitchLeft02,S5,Baseline,86,1,13,1.0355169122868944
968,NotAtaxic,Switch,SwitchLeft02,S5,Baseline,87,2,14,0.3834811123934685
969,NotAtaxic,Switch,SwitchLeft02,S5,Split,88,0,16,0.3645386358703959
970,NotAtaxic,Switch,SwitchLeft02,S5,Intersplit,89,0,36,1.1710504088738674
971,NotAtaxic,Switch,SwitchLeft02,S5,Intersplit,90,1,37,0.6165244362570661
972,NotAtaxic,Switch,SwitchLeft02,S5,Intersplit,91,2,38,-0.15953141029436324
973,NotAtaxic,Switch,SwitchLeft02,S5,Split,92,1,17,-0.0693658385614242
974,NotAtaxic,Switch,SwitchLeft02,S5,Intersplit,93,3,39,1.9535295891039084
975,NotAtaxic,Switch,SwitchLeft02,S5,Intersplit,94,4,40,1.3066378506746759
976,NotAtaxic,Switch,SwitchLeft02,S5,Intersplit,95,5,41,0.9126528344972655
977,NotAtaxic,Switch,SwitchLeft02,S5,Split,96,2,18,1.4849036630957642
978,NotAtaxic,Switch,SwitchLeft02,S5,Intersplit,97,6,42,-0.30524513938215136
979,NotAtaxic,Switch,SwitchLeft02,S5,Intersplit,98,7,43,-0.23765949287802357
980,NotAtaxic,Switch,SwitchLeft02,S5,Intersplit,99,8,44,-0.2715525000986929
981,NotAtaxic,Switch,SwitchLeft02,S5,Split,100,3,19,-0.16108811503713127
982,NotAtaxic,Switch,SwitchLeft02,S5,Washout,101,0,20,0.364746710266715
983,NotAtaxic,Switch,SwitchLeft02,S5,Washout,102,1,21,0.4249726883088556
984,NotAtaxic,Switch,SwitchLeft02,S5,Washout,103,2,22,1.1220373288549297
985,NotAtaxic,Switch,SwitchLeft02,S5,Washout,104,3,23,-0.1988651776554491
986,NotAtaxic,Switch,SwitchLeft02,S5,Washout,105,4,24,0.1307554919310121
987,NotAtaxic,Switch,SwitchLeft02,S6,Baseline,106,0,15,1.291594842467589
988,NotAtaxic,Switch,SwitchLeft02,S6,Baseline,107,1,16,1.6995709351818746
989,NotAtaxic,Switch,SwitchLeft02,S6,Baseline,108,2,17,0.691400393091044
990,NotAtaxic,Switch,SwitchLeft02,S6,Baseline,109,3,18,-0.03128051757816053
991,NotAtaxic,Switch,SwitchLeft02,S6,Baseline,110,4,19,0.262659246271312
992,NotAtaxic,Switch,SwitchLeft02,S6,Split,111,0,20,1.9499422323823694
993,NotAtaxic,Switch,SwitchLeft02,S6,Split,112,1,21,0.8979797363281108
994,NotAtaxic,Switch,SwitchLeft02,S6,Split,113,2,22,2.19550084586092
995,NotAtaxic,Switch,SwitchLeft02,S6,Split,114,3,23,1.3922643179844982
996,NotAtaxic,Switch,SwitchLeft02,S6,Split,115,4,24,1.3393132373539913
997,NotAtaxic,Switch,SwitchLeft02,S6,Split,116,5,25,1.3504105384903369
998,NotAtaxic,Switch,SwitchLeft02,S6,Split,117,6,26,2.2365300342290197
999,NotAtaxic,Switch,SwitchLeft02,S6,Split,118,7,27,1.6521030002170107
1000,NotAtaxic,Switch,SwitchLeft02,S6,Split,119,8,28,0.4922038376932676
1001,NotAtaxic,Switch,SwitchLeft02,S6,Split,120,9,29,1.5451373475970058
1002,NotAtaxic,Switch,SwitchLeft02,S6,Split,121,10,30,1.5614519215593106
1003,NotAtaxic,Switch,SwitchLeft02,S6,Split,122,11,31,0.6519895611387199
1004,NotAtaxic,Switch,SwitchLeft02,S6,Washout,123,0,25,1.0648322827887569
1005,NotAtaxic,Switch,SwitchLeft02,S6,Washout,124,1,26,0.33353555082069875
1006,NotAtaxic,Switch,SwitchLeft02,S6,Washout,125,2,27,1.1774429167159468
1007,NotAtaxic,Switch,SwitchLeft02,S6,Washout,126,3,28,-0.6489146839489024
1008,NotAtaxic,Switch,SwitchLeft02,S7,Washout,127,126,29,
1009,NotAtaxic,Switch,SwitchLeft02,S7,Washout,128,127,30,
1010,NotAtaxic,Switch,SwitchLeft02,S7,Washout,129,128,31,
1011,NotAtaxic,Switch,SwitchLeft02,S7,Washout,130,129,32,
1012,NotAtaxic,Switch,SwitchLeft02,S7,Washout,131,130,33,
1013,NotAtaxic,Switch,SwitchLeft02,S7,Washout,132,131,34,
1014,NotAtaxic,Switch,SwitchLeft02,S7,Washout,133,132,35,
1015,NotAtaxic,Switch,SwitchLeft02,S7,Washout,134,133,36,
1016,NotAtaxic,Switch,SwitchLeft02,S7,Washout,135,134,37,
1017,NotAtaxic,Switch,SwitchLeft02,S7,Washout,136,135,38,
1018,NotAtaxic,Switch,SwitchLeft02,S7,Washout,137,136,39,
1019,NotAtaxic,Switch,SwitchLeft02,S7,Washout,138,137,40,
1020,NotAtaxic,Switch,SwitchLeft02,S7,Washout,139,138,41,
1021,NotAtaxic,Switch,SwitchLeft02,S7,Washout,140,139,42,
1022,NotAtaxic,Switch,SwitchLeft02,S7,Washout,141,140,43,
1023,NotAtaxic,Switch,SwitchLeft02,S7,Washout,142,141,44,
1024,NotAtaxic,Switch,SwitchLeft02,S7,Washout,143,142,45,
1025,NotAtaxic,Switch,SwitchLeft02,S7,Washout,144,143,46,
1026,NotAtaxic,Switch,SwitchLeft02,S7,Washout,145,144,47,
1027,NotAtaxic,Switch,SwitchLeft02,S7,Washout,146,145,48,
1028,NotAtaxic,Switch,SwitchLeft02,S7,Washout,147,146,49,
1029,NotAtaxic,Switch,SwitchLeft03,S1,Baseline,1,0,0,0.1091311676333504
1030,NotAtaxic,Switch,SwitchLeft03,S1,Baseline,2,1,1,0.0
1031,NotAtaxic,Switch,SwitchLeft03,S1,Baseline,3,2,2,-0.6543014988754834
1032,NotAtaxic,Switch,SwitchLeft03,S1,Split,4,0,0,-8.055939337219868
1033,NotAtaxic,Switch,SwitchLeft03,S1,Intersplit,5,0,0,0.1137165108112157
1034,NotAtaxic,Switch,SwitchLeft03,S1,Intersplit,6,1,1,-0.7808569705848214
1035,NotAtaxic,Switch,SwitchLeft03,S1,Intersplit,7,2,2,0.4181755913628393
1036,NotAtaxic,Switch,SwitchLeft03,S1,Split,8,1,1,-7.138192533242616
1037,NotAtaxic,Switch,SwitchLeft03,S1,Intersplit,9,3,3,1.5315739795415055
1038,NotAtaxic,Switch,SwitchLeft03,S1,Intersplit,10,4,4,1.183827718098982
1039,NotAtaxic,Switch,SwitchLeft03,S1,Intersplit,11,5,5,0.8694658375749356
1040,NotAtaxic,Switch,SwitchLeft03,S1,Split,12,2,2,-5.340121490786785
1041,NotAtaxic,Switch,SwitchLeft03,S1,Intersplit,13,6,6,-0.35026627357562745
1042,NotAtaxic,Switch,SwitchLeft03,S1,Intersplit,14,7,7,1.7624672013099598
1043,NotAtaxic,Switch,SwitchLeft03,S1,Intersplit,15,8,8,0.517334600891715
1044,NotAtaxic,Switch,SwitchLeft03,S1,Split,16,3,3,-4.212604869495706
1045,NotAtaxic,Switch,SwitchLeft03,S1,Washout,17,0,0,0.6616688737965575
1046,NotAtaxic,Switch,SwitchLeft03,S1,Washout,18,1,1,0.575449009134303
1047,NotAtaxic,Switch,SwitchLeft03,S1,Washout,19,2,2,2.3589394309303913
1048,NotAtaxic,Switch,SwitchLeft03,S1,Washout,20,3,3,0.43961496064157757
1049,NotAtaxic,Switch,SwitchLeft03,S1,Washout,21,4,4,0.1996358235677036
1050,NotAtaxic,Switch,SwitchLeft03,S2,Baseline,22,0,3,1.3609375616516814
1051,NotAtaxic,Switch,SwitchLeft03,S2,Baseline,23,1,4,0.4760896316682448
1052,NotAtaxic,Switch,SwitchLeft03,S2,Baseline,24,2,5,1.081277866556178
1053,NotAtaxic,Switch,SwitchLeft03,S2,Split,25,0,4,-2.663541080975776
1054,NotAtaxic,Switch,SwitchLeft03,S2,Intersplit,26,0,9,1.5421087091619228
1055,NotAtaxic,Switch,SwitchLeft03,S2,Intersplit,27,1,10,0.3350190442017791
1056,NotAtaxic,Switch,SwitchLeft03,S2,Intersplit,28,2,11,1.3505122637507583
1057,NotAtaxic,Switch,SwitchLeft03,S2,Split,29,1,5,-2.8163794315222646
1058,NotAtaxic,Switch,SwitchLeft03,S2,Intersplit,30,3,12,2.3425246729995166
1059,NotAtaxic,Switch,SwitchLeft03,S2,Intersplit,31,4,13,0.6455161354758445
1060,NotAtaxic,Switch,SwitchLeft03,S2,Intersplit,32,5,14,1.6465081108940893
1061,NotAtaxic,Switch,SwitchLeft03,S2,Split,33,2,6,-3.038618299696182
1062,NotAtaxic,Switch,SwitchLeft03,S2,Intersplit,34,6,15,1.068361841066931
1063,NotAtaxic,Switch,SwitchLeft03,S2,Intersplit,35,7,16,0.7939579510929633
1064,NotAtaxic,Switch,SwitchLeft03,S2,Intersplit,36,8,17,0.508788137724892
1065,NotAtaxic,Switch,SwitchLeft03,S2,Split,37,3,7,-0.4841351749921188
1066,NotAtaxic,Switch,SwitchLeft03,S2,Washout,38,0,5,1.00284152560765
1067,NotAtaxic,Switch,SwitchLeft03,S2,Washout,39,1,6,0.769728843611901
1068,NotAtaxic,Switch,SwitchLeft03,S2,Washout,40,2,7,0.9667984162918088
1069,NotAtaxic,Switch,SwitchLeft03,S2,Washout,41,3,8,1.643541124131957
1070,NotAtaxic,Switch,SwitchLeft03,S2,Washout,42,4,9,1.3356141369752095
1071,NotAtaxic,Switch,SwitchLeft03,S3,Baseline,43,0,6,2.3042800851944207
1072,NotAtaxic,Switch,SwitchLeft03,S3,Baseline,44,1,7,1.1728306009311638
1073,NotAtaxic,Switch,SwitchLeft03,S3,Baseline,45,2,8,2.94962410974982
1074,NotAtaxic,Switch,SwitchLeft03,S3,Split,46,0,8,-0.24780119308319115
1075,NotAtaxic,Switch,SwitchLeft03,S3,Intersplit,47,0,18,2.164073905559505
1076,NotAtaxic,Switch,SwitchLeft03,S3,Intersplit,48,1,19,1.4141082763671449
1077,NotAtaxic,Switch,SwitchLeft03,S3,Intersplit,49,2,20,3.5954870358862223
1078,NotAtaxic,Switch,SwitchLeft03,S3,Split,50,1,9,-0.5594349870778359
1079,NotAtaxic,Switch,SwitchLeft03,S3,Intersplit,51,3,21,2.0940838438091873
1080,NotAtaxic,Switch,SwitchLeft03,S3,Intersplit,52,4,22,0.8343706227312424
1081,NotAtaxic,Switch,SwitchLeft03,S3,Intersplit,53,5,23,2.43913284455887
1082,NotAtaxic,Switch,SwitchLeft03,S3,Split,54,2,10,0.1973106747581852
1083,NotAtaxic,Switch,SwitchLeft03,S3,Intersplit,55,6,24,3.2206063318734124
1084,NotAtaxic,Switch,SwitchLeft03,S3,Intersplit,56,7,25,2.689700656467025
1085,NotAtaxic,Switch,SwitchLeft03,S3,Intersplit,57,8,26,1.4990488688150947
1086,NotAtaxic,Switch,SwitchLeft03,S3,Split,58,3,11,-0.4648304948903359
1087,NotAtaxic,Switch,SwitchLeft03,S3,Washout,59,0,10,2.476647887567097
1088,NotAtaxic,Switch,SwitchLeft03,S3,Washout,60,1,11,2.025203512172496
1089,NotAtaxic,Switch,SwitchLeft03,S3,Washout,61,2,12,3.724215729068007
1090,NotAtaxic,Switch,SwitchLeft03,S3,Washout,62,3,13,2.6828162196509453
1091,NotAtaxic,Switch,SwitchLeft03,S3,Washout,63,4,14,2.5688171386718324
1092,NotAtaxic,Switch,SwitchLeft03,S4,Baseline,64,0,9,1.299016162602598
1093,NotAtaxic,Switch,SwitchLeft03,S4,Baseline,65,1,10,1.3925186311355873
1094,NotAtaxic,Switch,SwitchLeft03,S4,Baseline,66,2,11,1.9661103836213698
1095,NotAtaxic,Switch,SwitchLeft03,S4,Split,67,0,12,2.6427220816564017
1096,NotAtaxic,Switch,SwitchLeft03,S4,Intersplit,68,0,27,2.97033570905252
1097,NotAtaxic,Switch,SwitchLeft03,S4,Intersplit,69,1,28,3.231865468651364
1098,NotAtaxic,Switch,SwitchLeft03,S4,Intersplit,70,2,29,3.971754902541008
1099,NotAtaxic,Switch,SwitchLeft03,S4,Split,71,1,13,-0.4406784520005118
1100,NotAtaxic,Switch,SwitchLeft03,S4,Intersplit,72,3,30,1.8697873510495526
1101,NotAtaxic,Switch,SwitchLeft03,S4,Intersplit,73,4,31,0.2665510081281752
1102,NotAtaxic,Switch,SwitchLeft03,S4,Intersplit,74,5,32,1.2707103382457348
1103,NotAtaxic,Switch,SwitchLeft03,S4,Split,75,2,14,-1.230420969953471
1104,NotAtaxic,Switch,SwitchLeft03,S4,Intersplit,76,6,33,4.146776295671529
1105,NotAtaxic,Switch,SwitchLeft03,S4,Intersplit,77,7,34,2.109727955827836
1106,NotAtaxic,Switch,SwitchLeft03,S4,Intersplit,78,8,35,2.658474084102764
1107,NotAtaxic,Switch,SwitchLeft03,S4,Split,79,3,15,0.5730086304122182
1108,NotAtaxic,Switch,SwitchLeft03,S4,Washout,80,0,15,2.4868820652817334
1109,NotAtaxic,Switch,SwitchLeft03,S4,Washout,81,1,16,2.1705935699771146
1110,NotAtaxic,Switch,SwitchLeft03,S4,Washout,82,2,17,2.124231511896326
1111,NotAtaxic,Switch,SwitchLeft03,S4,Washout,83,3,18,3.8862132062815675
1112,NotAtaxic,Switch,SwitchLeft03,S4,Washout,84,4,19,1.9036803582702078
1113,NotAtaxic,Switch,SwitchLeft03,S5,Baseline,85,0,12,0.2720919522372043
1114,NotAtaxic,Switch,SwitchLeft03,S5,Baseline,86,1,13,1.3599511348839997
1115,NotAtaxic,Switch,SwitchLeft03,S5,Baseline,87,2,14,1.4383104112413179
1116,NotAtaxic,Switch,SwitchLeft03,S5,Split,88,0,16,-0.5097206192787382
1117,NotAtaxic,Switch,SwitchLeft03,S5,Intersplit,89,0,36,2.9480905243844546
1118,NotAtaxic,Switch,SwitchLeft03,S5,Intersplit,90,1,37,1.8846222848602991
1119,NotAtaxic,Switch,SwitchLeft03,S5,Intersplit,91,2,38,0.6084480670967736
1120,NotAtaxic,Switch,SwitchLeft03,S5,Split,92,1,17,-0.2792358398437642
1121,NotAtaxic,Switch,SwitchLeft03,S5,Intersplit,93,3,39,3.4958810517281904
1122,NotAtaxic,Switch,SwitchLeft03,S5,Intersplit,94,4,40,1.4261380590573651
1123,NotAtaxic,Switch,SwitchLeft03,S5,Intersplit,95,5,41,0.7233359596946087
1124,NotAtaxic,Switch,SwitchLeft03,S5,Split,96,2,18,0.9006461711844764
1125,NotAtaxic,Switch,SwitchLeft03,S5,Intersplit,97,6,42,2.527001891473347
1126,NotAtaxic,Switch,SwitchLeft03,S5,Intersplit,98,7,43,1.267242431640625
1127,NotAtaxic,Switch,SwitchLeft03,S5,Intersplit,99,8,44,-0.015728883068973687
1128,NotAtaxic,Switch,SwitchLeft03,S5,Split,100,3,19,0.3377201581241849
1129,NotAtaxic,Switch,SwitchLeft03,S5,Washout,101,0,20,2.732332788332556
1130,NotAtaxic,Switch,SwitchLeft03,S5,Washout,102,1,21,-1.1869334211253033
1131,NotAtaxic,Switch,SwitchLeft03,S5,Washout,103,2,22,1.7898152931618228
1132,NotAtaxic,Switch,SwitchLeft03,S5,Washout,104,3,23,0.14043134996923357
1133,NotAtaxic,Switch,SwitchLeft03,S5,Washout,105,4,24,1.30320076990607
1134,NotAtaxic,Switch,SwitchLeft03,S6,Baseline,106,0,15,0.6728278266058823
1135,NotAtaxic,Switch,SwitchLeft03,S6,Baseline,107,1,16,0.956155796243678
1136,NotAtaxic,Switch,SwitchLeft03,S6,Baseline,108,2,17,0.5937287301728276
1137,NotAtaxic,Switch,SwitchLeft03,S6,Baseline,109,3,18,1.7384384617661084
1138,NotAtaxic,Switch,SwitchLeft03,S6,Baseline,110,4,19,2.1326623781762493
1139,NotAtaxic,Switch,SwitchLeft03,S6,Split,111,0,20,-0.6444218182804633
1140,NotAtaxic,Switch,SwitchLeft03,S6,Split,112,1,21,-1.6360412338620307
1141,NotAtaxic,Switch,SwitchLeft03,S6,Split,113,2,22,1.3869823109019848
1142,NotAtaxic,Switch,SwitchLeft03,S6,Split,114,3,23,0.4695314641461579
1143,NotAtaxic,Switch,SwitchLeft03,S6,Split,115,4,24,-0.35435840336964475
1144,NotAtaxic,Switch,SwitchLeft03,S6,Split,116,5,25,1.6340390600339276
1145,NotAtaxic,Switch,SwitchLeft03,S6,Split,117,6,26,1.3772983743686638
1146,NotAtaxic,Switch,SwitchLeft03,S6,Split,118,7,27,2.6283418289338414
1147,NotAtaxic,Switch,SwitchLeft03,S6,Split,119,8,28,1.906947896938135
1148,NotAtaxic,Switch,SwitchLeft03,S6,Split,120,9,29,-0.2225548329979432
1149,NotAtaxic,Switch,SwitchLeft03,S6,Split,121,10,30,-0.6088488029711101
1150,NotAtaxic,Switch,SwitchLeft03,S6,Split,122,11,31,-0.4785634050465575
1151,NotAtaxic,Switch,SwitchLeft03,S6,Washout,123,0,25,3.4390150898634744
1152,NotAtaxic,Switch,SwitchLeft03,S6,Washout,124,1,26,1.2112472996567334
1153,NotAtaxic,Switch,SwitchLeft03,S6,Washout,125,2,27,3.3592994767006275
1154,NotAtaxic,Switch,SwitchLeft03,S6,Washout,126,3,28,2.8779810125177363
1155,NotAtaxic,Switch,SwitchLeft03,S7,Washout,127,126,29,1.635562214434458
1156,NotAtaxic,Switch,SwitchLeft03,S7,Washout,128,127,30,2.8831481933594176
1157,NotAtaxic,Switch,SwitchLeft03,S7,Washout,129,128,31,3.3608407685250796
1158,NotAtaxic,Switch,SwitchLeft03,S7,Washout,130,129,32,2.0673732564906686
1159,NotAtaxic,Switch,SwitchLeft03,S7,Washout,131,130,33,2.3266724865845845
1160,NotAtaxic,Switch,SwitchLeft03,S7,Washout,132,131,34,2.9023989282473934
1161,NotAtaxic,Switch,SwitchLeft03,S7,Washout,133,132,35,3.043257588087883
1162,NotAtaxic,Switch,SwitchLeft03,S7,Washout,134,133,36,2.37886833422111
1163,NotAtaxic,Switch,SwitchLeft03,S7,Washout,135,134,37,2.460572213837551
1164,NotAtaxic,Switch,SwitchLeft03,S7,Washout,136,135,38,2.822991573449343
1165,NotAtaxic,Switch,SwitchLeft03,S7,Washout,137,136,39,2.503843981810263
1166,NotAtaxic,Switch,SwitchLeft03,S7,Washout,138,137,40,1.8485714690853996
1167,NotAtaxic,Switch,SwitchLeft03,S7,Washout,139,138,41,3.5665261625039335
1168,NotAtaxic,Switch,SwitchLeft03,S7,Washout,140,139,42,2.9242236204821808
1169,NotAtaxic,Switch,SwitchLeft03,S7,Washout,141,140,43,3.9662910230231745
1170,NotAtaxic,Switch,SwitchLeft03,S7,Washout,142,141,44,2.016048238734996
1171,NotAtaxic,Switch,SwitchLeft03,S7,Washout,143,142,45,0.367669384888913
1172,NotAtaxic,Switch,SwitchLeft03,S7,Washout,144,143,46,-0.3298903956557666
1173,NotAtaxic,Switch,SwitchLeft03,S7,Washout,145,144,47,1.592177574080651
1174,NotAtaxic,Switch,SwitchLeft03,S7,Washout,146,145,48,2.1834479437934107
1175,NotAtaxic,Switch,SwitchLeft03,S7,Washout,147,146,49,4.066875727489716
1176,NotAtaxic,Switch,SwitchLeft04,S1,Baseline,1,0,0,0.2908802995778217
1177,NotAtaxic,Switch,SwitchLeft04,S1,Baseline,2,1,1,0.0
1178,NotAtaxic,Switch,SwitchLeft04,S1,Baseline,3,2,2,-1.7064104176530464
1179,NotAtaxic,Switch,SwitchLeft04,S1,Split,4,0,0,-3.4506865222044567
